47 85414.412 1 15 6 4 3 0 0 0 0 0
48 86370.811 0 15 0 5 4 0 0 1 1 0
49 86800.323 1 1 0 3 1 1 0 1 1 1
50 87371.535 1 4 0 3 3 1 1 1 1 0
51 88104.657 1 11 0 2 3 0 0 1 1 0
52 90169.293 0 3 1 1 4 0 0 0 1 1
53 91541.55 1 1 0 1 3 1 0 0 1 1
54 92569.374 1 4 0 1 4 0 0 1 1 0
55 94276.695 0 0 1 4 3 0 0 1 1 0
56 96937.031 1 11 0 4 3 0 0 0 1 1
57 97268.484 1 2 1 3 3 0 0 0 0 1
58 103631.305 1 6 0 1 3 0 0 0 0 0
59 104730.413 0 0 0 0 1 1 0 0 1 0
60 107619.96 1 3 1 5 0 0 0 0 0 0
61 108606.476 1 3 1 4 3 1 1 1 1 1
62 112721.479 1 17 0 1 1 0 1 1 1 1
63 113654.546 1 0 0 4 3 0 0 0 1 1
64 114442.932 1 17 1 1 2 1 1 1 1 1
65 117258.865 1 11 0 4 1 0 0 0 1 0
66 142515.799 1 1 1 4 1 0 0 1 1 1
67 143066.803 1 6 2 3 0 1 1 0 0 1
68 144322.022 1 1 0 4 1 1 0 0 1 0
69 149452.979 1 1 1 3 3 1 1 0 1 0
70 150230.88 1 1 4 3 3 0 0 1 1 0
71 150826.405 1 0 0 4 1 1 1 0 1 1
72 157388.385 1 1 2 1 3 1 1 1 1 0
73 162846.038 0 0 1 5 0 0 0 0 0 0
74 162850.875 0 0 1 5 4 0 0 0 0 1
75 170047.242 1 0 0 4 1 0 0 0 1 0
76 171795.315 1 0 0 3 1 0 0 0 0 1
77 176619.631 1 1 0 3 1 0 0 0 0 1
78 197182.511 0 0 0 3 3 0 0 0 1 1
79 198753.354 1 3 1 1 1 0 0 1 1 0
80 199331.242 1 4 1 2 3 0 0 1 1 0
81 201504.472 0 3 3 4 3 0 0 0 0 0
82 233819.34 1 0 6 2 3 1 0 0 1 0
83 234489.128 0 3 1 3 1 0 0 0 1 1
84 238188.311 1 3 1 1 1 0 0 0 1 0
85 238693.671 1 6 0 4 3 0 0 0 0 1
86 238752.552 0 5 1 4 1 0 0 0 0 1
87 239147.538 1 4 1 0 3 1 0 0 1 0
88 241164.34 1 3 1 2 1 0 1 1 1 1
89 241428.048 1 16 0 1 3 0 0 0 1 0
90 242485.417 0 2 6 0 3 1 1 1 1 0
91 243794.279 1 1 0 4 1 0 0 0 0 0
92 244104.264 1 6 0 4 3 0 0 0 0 0
93 248509.679 0 18 1 3 3 0 0 1 1 1
94 249453.59 1 18 1 1 3 0 0 1 1 1
95 249518.571 0 6 6 3 0 0 0 0 0 0
96 249894.352 1 3 2 3 3 1 1 0 1 1
97 250334.974 1 3 1 3 3 0 0 0 1 1
98 250540.688 1 0 0 4 3 0 0 0 1 0
99 251038.743 1 16 0 5 3 0 0 0 0 0
100 251220.435 1 14 1 5 1 0 0 1 0 1
101 252222.137 1 11 0 4 3 0 0 0 0 0
102 253039.545 1 9 1 4 3 1 1 0 1 1
103 253558.684 1 0 0 4 1 0 0 0 0 0
104 254320.116 1 14 1 3 3 1 1 1 1 0
105 254617.578 1 0 2 1 1 1 0 1 0 1
106 255162.666 1 1 0 4 0 0 0 0 0 0
107 257513.062 1 5 0 1 3 0 0 0 1 0
108 258680.204 1 0 0 5 1 0 0 0 0 0
109 258762.076 1 0 0 4 3 0 0 1 1 0
110 258896.619 1 0 0 4 3 0 0 0 1 0
111 263361.845 1 0 0 1 3 0 0 0 0 1
112 265093.974 1 3 1 3 1 0 0 0 0 1
113 268020.065 0 12 6 1 3 1 0 1 1 0
114 268616.64 0 0 1 1 1 1 0 1 0 1
115 269957.334 1 2 0 1 3 0 0 0 0 0
116 270080.597 1 0 1 1 3 0 1 1 1 1
117 275094.253 1 0 0 4 1 0 0 0 0 1
118 276322.081 1 2 6 4 3 0 0 0 0 0
119 279994.868 1 14 1 3 3 0 0 0 0 1
120 282060.248 1 17 0 1 1 0 0 0 0 0
121 282070.12 1 17 0 1 1 0 0 0 0 0
122 282122.503 0 2 0 4 1 0 0 0 0 1
123 283574.342 1 17 0 1 1 0 0 0 0 0
124 290158.164 1 0 0 4 1 0 0 0 1 0
125 290532.511 1 16 0 5 3 0 0 0 0 0
126 319397.603 1 13 0 4 3 0 0 0 1 1
127 320430.329 1 0 6 1 3 1 1 0 0 0
128 326176.444 1 3 1 3 3 0 0 0 0 0
129 327202.001 0 0 2 3 3 0 0 1 0 0
130 327504.648 1 17 1 4 1 0 0 1 1 0
131 329432.182 0 0 0 1 3 0 0 0 0 0
132 330645.969 0 0 0 2 3 1 0 1 1 0
133 332663.955 1 0 0 5 3 0 0 0 0 1
134 334533.111 0 5 0 4 3 0 0 1 1 1
135 335384.178 0 9 0 3 1 0 0 0 1 0
136 336497.649 1 7 0 5 3 0 0 0 0 0
137 336498.135 1 7 0 5 3 0 0 0 1 0
138 337890.052 1 0 0 4 3 0 0 0 1 1
139 340752.146 1 5 0 5 1 0 0 0 0 0
140 341475.821 0 0 6 3 1 0 1 0 0 0
141 345331.258 1 15 0 4 3 0 0 1 1 0
142 345816.39 1 5 0 4 4 0 0 0 0 0
143 346805.215 0 7 0 1 3 0 0 0 0 0
144 348128.462 1 3 1 3 1 0 0 1 1 0
145 348190.006 1 0 0 4 1 0 0 0 0 1
146 349926.6 1 3 1 2 3 0 0 0 1 1
147 356889.542 1 0 0 1 1 1 0 0 0 0
148 366675.751 1 1 1 3 3 1 1 1 0 0
149 368962.505 1 0 1 4 3 0 0 1 1 1
150 410368.054 1 3 1 1 1 0 0 0 0 1
151 410570.846 0 8 1 1 3 0 0 0 0 0
152 410692.825 0 8 1 1 3 0 0 0 0 0
153 411320.864 1 8 1 1 3 0 0 1 1 0
154 412373.299 0 8 1 1 3 1 0 0 0 0
155 417546.854 1 0 4 2 3 1 1 0 1 1
156 419288.794 1 14 1 2 3 1 0 1 1 0
157 419589.835 1 3 1 1 3 0 0 0 0 1
158 420109.578 0 7 1 4 3 0 1 1 1 1
159 420285.971 1 6 1 1 3 1 0 0 0 1
160 422936.44 1 3 1 3 1 0 0 0 0 0
161 425025.904 0 0 6 1 3 1 0 1 1 0
162 425174.437 1 6 0 3 3 0 0 0 1 0
163 425193.489 0 0 0 4 2 1 0 0 1 0
164 425988.831 0 6 0 1 3 0 0 0 0 0
165 427648.84 1 0 0 4 3 0 0 0 0 1
166 441501.135 1 14 1 3 3 0 0 0 1 0
167 453151.29 1 3 1 1 4 0 0 0 0 1
168 453742.262 1 5 0 3 1 0 0 0 0 0
169 457942.82 1 1 1 4 3 0 0 0 1 0
170 458983.133 1 1 0 3 2 0 0 0 0 0
171 490183.848 0 3 1 1 3 0 0 1 1 0
172 494706.615 1 3 1 1 1 0 0 1 1 0
173 495304.639 1 19 0 4 3 0 0 0 1 0
174 495540.061 1 19 0 4 3 0 0 0 0 0
175 495588.975 1 19 0 4 3 0 0 0 1 0
176 495718.26 1 5 2 4 1 0 0 0 0 0
177 496144.928 1 19 0 4 3 0 0 0 1 0
178 496234.254 1 19 0 4 3 0 0 0 1 0
179 496477.718 1 19 0 4 3 0 0 0 0 0
180 508527.5 1 0 0 4 1 1 0 0 0 0
181 511234.068 0 19 0 4 3 0 0 0 1 0
182 511618.614 1 0 2 1 3 1 1 1 1 1
183 512216.688 1 16 0 1 3 0 0 0 0 0
184 519265.808 1 1 1 4 1 0 0 0 0 0
185 520416.535 1 1 6 3 3 1 1 1 1 0
186 520781.453 0 1 2 3 4 0 0 0 0 1
187 521883.064 1 0 0 4 3 0 0 0 0 0
188 533987.501 1 1 0 4 1 0 0 0 0 0
189 539111.849 1 3 6 3 3 1 1 1 1 1
190 588013.94 1 0 0 5 4 0 0 0 0 1
191 589624.901 1 16 0 1 3 0 0 0 0 0
192 600099.266 1 14 1 4 3 1 1 1 1 1
193 603829.19 1 0 0 4 3 1 1 0 1 1
194 621489.275 1 8 6 3 3 1 1 1 1 0
195 633060.023 1 8 2 4 1 0 0 1 1 0
196 690249.567 1 1 1 4 1 0 0 1 0 0
197 696757.541 1 8 1 4 3 0 0 1 1 0
198 696950.071 1 15 0 3 1 0 0 1 1 0
199 725175.686 1 0 0 1 1 0 0 0 0 0
200 755827.552 1 8 2 4 3 0 0 1 1 1
201 769190.54 0 13 0 3 2 0 1 0 1 0
202 771067.164 1 13 0 1 1 0 0 0 1 0
203 771359.572 1 13 0 1 1 0 0 0 1 0
204 783378.965 1 13 0 1 1 0 0 0 1 0
205 809413.684 0 0 6 4 3 1 1 0 0 1
206 837243.422 1 1 2 4 1 1 1 1 1 1
207 840516.822 1 8 2 4 1 0 0 1 0 0
208 841134.037 1 1 0 4 1 0 0 0 0 1
209 843088.775 0 0 0 3 3 0 0 1 1 1
210 849057.043 0 8 1 1 3 0 0 0 1 0
211 849682.442 1 13 0 1 1 0 0 0 1 0
212 857922.088 1 17 2 1 1 0 1 0 0 1
213 858292.746 1 0 0 4 1 0 0 0 1 0
214 863333.41 1 8 2 1 3 0 0 1 1 0
215 865751.347 0 8 6 1 3 1 1 1 1 1
216 867984.73 1 13 0 1 1 0 0 0 1 0
217 868596 1 0 0 1 3 0 0 0 1 1
218 869993.321 1 0 0 2 3 0 0 0 0 1
219 872906.391 1 14 1 4 0 1 1 1 1 1
220 889204.518 1 17 1 1 1 0 1 1 1 1
221 891802.071 0 3 2 3 3 1 1 1 1 1
222 892285.909 1 1 3 3 3 1 1 1 1 1
223 925880.878 1 11 0 4 1 0 0 0 0 0
224 927537.962 0 8 1 1 1 0 0 1 0 0
225 927654.291 1 8 1 4 1 0 0 1 0 0
226 934554.631 1 11 0 4 1 0 0 0 0 0
227 940856.875 0 0 0 4 1 0 0 0 0 0
228 946606.812 1 0 6 2 0 0 0 1 1 0
229 947000.072 1 17 1 1 1 0 0 0 1 1
230 947192.941 1 17 1 1 1 0 0 0 1 1
231 952062.589 1 8 0 3 1 0 0 0 0 0
232 954835.535 0 0 0 4 1 0 0 1 1 0
233 1005952.303 1 1 6 4 1 0 0 0 1 1
234 1022535.715 1 0 0 3 3 0 0 1 0 0
235 1029970.935 1 2 0 1 1 0 0 0 1 0
236 1035712.233 0 1 0 5 1 0 0 0 0 1
237 1037417.604 1 0 1 4 3 1 0 1 1 0
238 1037925.596 1 17 1 4 1 1 0 1 0 0
239 1040587.638 1 0 1 1 3 0 1 0 1 1
240 1106759.295 1 8 0 4 2 1 0 0 0 0
241 1133974.004 1 0 0 3 1 0 0 0 0 1
242 1149809.117 1 16 1 4 1 0 0 1 0 0
243 1215448.168 0 2 1 3 3 0 0 1 1 0
244 1219161.664 1 12 1 1 3 0 0 1 1 0
245 1220662.926 1 4 2 3 3 0 1 1 1 1
246 1221602.086 0 0 2 4 1 0 0 0 1 0
247 1228406.537 0 0 0 4 1 0 0 0 0 1
248 1286193.572 1 8 2 1 4 0 0 0 0 0
249 1327390.299 1 8 2 1 4 0 0 1 1 0
250 1356567.482 0 2 1 3 1 1 0 0 0 0
251 1361481.276 1 0 0 5 3 0 0 0 0 1
252 1375688.924 0 4 1 3 1 0 0 1 1 0
253 1396275.687 1 17 1 1 1 0 0 0 0 1
254 1469514.798 1 8 1 4 3 0 0 0 1 1
255 1563484.872 1 3 1 3 3 1 1 1 1 1
256 1582381.045 0 8 1 1 1 0 0 0 0 0
257 1654219.117 0 0 6 3 3 1 1 1 1 0
258 1665620.288 1 2 0 1 3 0 0 0 0 0
259 1676594.912 1 0 0 1 3 0 0 0 0 0
260 1714594.46 0 13 1 1 1 0 1 1 1 1
261 1714898.401 0 7 0 5 3 0 0 0 0 0
262 1719033.098 1 0 0 4 3 0 0 0 1 1
263 1727357.797 1 1 0 3 1 0 0 0 1 1
264 1736026.169 1 0 6 3 3 1 1 1 1 1
265 1803814.855 1 0 0 1 3 0 0 0 0 0
266 1930691.38 0 13 0 1 1 0 0 0 1 0
267 2067835.594 0 16 0 1 3 0 0 0 0 0
268 2259139.784 1 0 1 3 1 1 1 1 1 1
269 2314899.011 1 8 0 0 0 0 0 0 0 0
